customer_id,year_month,active_users,api_calls,logins_per_day,days_since_last_login,features_used_count,support_tickets,engagement_score,churned
CUST_0231,2023-01,64,46856,4.252092299955592,40,1,3,52.3,0
CUST_0232,2023-01,4,9954,0.8686512257979886,23,4,2,31.0,0
CUST_0233,2023-01,17,3737,2.697113410419322,1,3,4,50.9,0
CUST_0234,2023-01,13,14103,0.3781439358190509,39,1,4,17.3,0
CUST_0235,2023-01,8,10969,0.5872148834776514,19,5,4,35.1,0
CUST_0236,2023-01,11,4615,3.4272716846857514,33,6,0,46.9,0
CUST_0237,2023-01,1,458,3.5080707700520803,42,2,2,30.4,0
CUST_0238,2023-01,3,1154,1.8390531517205233,25,3,2,32.2,0
CUST_0239,2023-01,47,154991,1.2349268731666148,6,6,4,58.5,0
CUST_0240,2023-01,2,561,4.105809299635078,37,4,3,40.7,0
CUST_0241,2023-01,2,1314,1.2420955014554735,29,9,0,42.3,0
CUST_0242,2023-01,2,783,2.801729934398623,41,5,3,35.1,0
CUST_0243,2023-01,1,1329,4.847402436141946,4,4,1,57.9,0
CUST_0244,2023-01,7,12732,0.9096917017394421,10,2,2,32.6,0
CUST_0245,2023-01,28,106211,4.716206083974603,0,6,2,72.4,0
CUST_0246,2023-01,3,266,1.0778866547296095,33,10,3,42.6,0
CUST_0247,2023-01,2,1272,2.923727398511502,55,2,0,22.3,0
CUST_0248,2023-01,1,1200,2.009637017401974,0,7,2,52.9,0
CUST_0249,2023-01,62,116417,4.831657287208764,18,3,3,68.8,0
CUST_0250,2023-01,11,10782,1.5130017392092971,1,9,0,58.1,0
CUST_0251,2023-01,3,648,2.1183584100116173,20,5,3,40.7,0
CUST_0252,2023-01,12,14331,4.917728565706018,19,8,0,65.5,0
CUST_0253,2023-01,79,135925,2.7750578777046715,22,6,4,69.7,0
CUST_0254,2023-01,9,5698,2.6126245549820166,20,10,0,57.6,0
CUST_0255,2023-01,28,152571,1.4373367433791582,23,8,1,51.5,0
CUST_0256,2023-01,3,1052,3.566545089490119,3,3,4,50.0,0
CUST_0257,2023-01,7,10516,0.2689901685333327,11,3,3,31.5,0
CUST_0258,2023-01,2,929,0.43766062257100896,21,5,4,31.6,0
CUST_0259,2023-01,10,9688,3.076921218251853,19,10,4,60.6,0
CUST_0260,2023-01,12,15483,1.8400379543285796,17,3,3,38.4,0
CUST_0261,2023-01,7,14132,4.775918586564611,0,8,3,71.1,0
CUST_0262,2023-01,13,14047,4.535315315469371,29,10,1,64.7,0
CUST_0263,2023-01,2,1073,3.625790041648195,32,8,3,50.4,0
CUST_0264,2023-01,9,13556,4.127098789413446,23,2,2,43.9,0
CUST_0265,2023-01,55,66627,3.403192878404928,13,4,2,64.0,0
CUST_0266,2023-01,44,123337,0.8027940930087714,35,10,1,53.4,0
CUST_0267,2023-01,1,938,3.8746081745081726,4,1,0,45.5,0
CUST_0268,2023-01,3,176,1.2089214498504626,10,4,0,37.8,0
CUST_0269,2023-01,2,365,1.7525257044809444,23,4,2,34.8,0
CUST_0270,2023-01,12,7348,4.132324218091616,59,10,3,49.9,0
CUST_0271,2023-01,6,11660,2.7753229202885517,30,9,1,50.8,0
CUST_0272,2023-01,2,735,4.3277154280803645,54,3,0,32.3,0
CUST_0273,2023-01,12,7635,1.222569535247668,12,2,0,34.9,0
CUST_0274,2023-01,11,13053,3.1173365053130584,15,9,4,60.3,0
CUST_0275,2023-01,8,7779,0.6021966682316557,23,9,2,43.5,0
CUST_0276,2023-01,11,15323,3.2866927689921424,12,1,3,42.4,0
CUST_0277,2023-01,7,14660,3.860163381322567,23,6,1,51.9,0
CUST_0278,2023-01,10,10087,3.0076682910978643,53,10,0,46.1,0
CUST_0279,2023-01,3,1301,1.477911207194289,25,8,4,42.9,0
CUST_0280,2023-01,8,12468,0.35044481052256027,1,3,2,36.4,0
CUST_0281,2023-01,7,9017,0.7733546430285716,15,9,2,47.3,0
CUST_0282,2023-01,51,134465,3.1870542995553257,37,2,1,46.7,0
CUST_0283,2023-01,9,14035,4.685217040844066,45,6,0,47.5,0
CUST_0284,2023-01,8,6190,1.1913651390656306,0,1,1,36.0,0
CUST_0285,2023-01,2,1061,3.728125515704474,48,7,1,41.8,0
CUST_0286,2023-01,3,1057,4.358965103595399,10,3,4,51.1,0
CUST_0287,2023-01,2,1339,2.700234456548053,50,7,2,35.8,0
CUST_0288,2023-01,2,822,3.4124758200495573,34,4,3,38.5,0
CUST_0289,2023-01,10,7608,4.112073520045511,42,9,2,53.7,0
CUST_0290,2023-01,74,106759,1.4512407571548491,28,5,2,56.5,0
CUST_0291,2023-01,2,1472,1.6250992364866061,36,3,4,26.3,0
CUST_0292,2023-01,4,520,0.20301207981658964,16,8,3,40.6,0
CUST_0293,2023-01,16,5900,4.822851828309452,57,6,0,45.4,0
CUST_0294,2023-01,2,791,4.604215494062455,53,2,3,31.6,0
CUST_0295,2023-01,10,8629,3.8699276660452657,38,3,0,39.2,0
CUST_0296,2023-01,16,2937,0.579564900687911,41,8,3,35.9,0
CUST_0297,2023-01,9,15992,2.348013870557639,27,10,1,53.3,0
CUST_0298,2023-01,3,947,0.6890804190634534,28,7,3,35.2,0
CUST_0299,2023-01,1,887,0.2764172828614333,42,10,4,34.2,0
CUST_0300,2023-01,8,16490,3.157678233020467,2,6,0,57.5,0
CUST_0301,2023-01,11,12871,4.811981201984905,51,1,2,33.8,0
CUST_0302,2023-01,5,785,4.533766512474321,9,9,4,68.0,0
CUST_0303,2023-01,9,10658,3.544423111689941,58,3,0,28.9,0
CUST_0304,2023-01,1,983,0.6638748039913829,41,5,0,24.1,0
CUST_0305,2023-01,5,15793,1.5159873808270405,13,7,2,46.2,0
CUST_0306,2023-01,2,933,1.7362722890493965,11,7,1,47.2,0
CUST_0307,2023-01,67,42317,3.8631202771786937,46,3,4,53.9,0
CUST_0308,2023-01,3,249,4.0507960603285476,41,4,2,39.1,0
CUST_0309,2023-01,3,1590,2.048509390351618,29,10,2,49.1,0
CUST_0310,2023-01,4,684,2.2058431837645265,31,7,1,41.9,0
CUST_0311,2023-01,2,1268,0.41364338852562244,31,8,4,34.8,0
CUST_0312,2023-01,50,102870,1.5878562484100527,41,2,2,36.7,0
CUST_0313,2023-01,42,83333,2.366168850452672,31,9,1,59.7,0
CUST_0314,2023-01,2,896,0.7615186226492363,25,7,4,36.5,0
CUST_0315,2023-01,2,1633,2.3756838116241026,50,8,3,36.7,0
CUST_0316,2023-01,8,4207,4.295243898837442,0,6,0,64.0,0
CUST_0317,2023-01,49,84541,2.9903408946802563,55,6,1,47.5,0
CUST_0318,2023-01,8,13626,0.5788633041843791,57,9,0,29.2,0
CUST_0319,2023-01,2,486,1.1200223303853167,41,4,3,24.1,0
CUST_0320,2023-01,3,1526,2.47781288076107,1,5,2,50.4,0
CUST_0321,2023-01,13,13568,1.9351383191446978,16,9,2,54.6,0
CUST_0322,2023-01,4,1108,1.921889693821274,29,1,4,26.3,0
CUST_0323,2023-01,12,7987,2.740483751089233,55,4,1,29.6,0
CUST_0324,2023-01,1,435,3.0051004236293957,38,7,1,42.0,0
CUST_0325,2023-01,8,12828,4.024935537325717,6,9,4,67.7,0
CUST_0326,2023-01,2,2099,1.8366395046199262,51,10,0,38.6,0
CUST_0327,2023-01,8,10583,4.066238158594817,26,6,2,52.0,0
CUST_0328,2023-01,3,269,1.825333899740636,8,8,2,51.7,0
CUST_0329,2023-01,5,11830,0.4660783469179224,21,9,1,42.7,0
CUST_0330,2023-01,4,1344,2.8601007248229977,33,10,1,51.8,0
CUST_0331,2023-01,13,6328,3.02193115949511,45,4,4,35.5,0
CUST_0332,2023-01,11,7417,4.6857931789849285,48,1,3,34.4,0
CUST_0333,2023-01,9,7010,3.6850943650998773,0,8,0,66.3,0
CUST_0334,2023-01,13,7874,4.6053087319733095,8,2,3,53.8,0
CUST_0335,2023-01,12,9311,4.560066609166446,19,1,3,46.2,0
CUST_0336,2023-01,13,6556,3.1019557292395623,52,7,1,40.5,0
CUST_0337,2023-01,2,505,2.733257913614948,18,10,1,56.8,0
CUST_0338,2023-01,15,10697,2.87571664238528,35,9,1,52.0,0
CUST_0339,2023-01,4,926,4.895987876850789,59,9,3,48.7,0
CUST_0340,2023-01,3,825,3.9112049203854027,39,3,0,36.8,0
CUST_0341,2023-01,4,1033,0.7100763430035,44,6,1,26.5,0
CUST_0342,2023-01,2,391,3.9364563525507195,3,7,2,61.6,0
CUST_0343,2023-01,6,11052,1.0185826347114841,8,10,0,53.7,0
CUST_0344,2023-01,10,8337,2.3472826352270033,40,9,2,45.7,0
CUST_0345,2023-01,9,10957,1.2102064264473644,21,2,0,30.1,0
CUST_0346,2023-01,9,11598,3.509998714559503,17,8,1,58.3,0
CUST_0347,2023-01,4,1452,4.411086733726571,11,7,4,61.2,0
CUST_0348,2023-01,3,1041,1.5937370497600685,41,4,1,26.8,0
CUST_0349,2023-01,3,1426,0.5936515577993007,42,2,3,16.4,0
CUST_0350,2023-01,2,871,1.6327668707598235,38,8,3,38.0,0
CUST_0351,2023-01,3,890,3.4273369180745332,8,5,0,52.3,0
CUST_0352,2023-01,3,963,1.7780486122613597,5,6,3,47.8,0
CUST_0353,2023-01,12,13096,1.5349384042582563,18,7,1,46.5,0
CUST_0354,2023-01,8,12523,1.0852889148044718,47,10,2,38.4,0
CUST_0355,2023-01,69,105402,2.5880788489972812,46,1,1,43.1,0
CUST_0356,2023-01,77,50890,1.5245543751545003,6,8,0,74.5,0
CUST_0357,2023-01,12,12452,3.7088496758695193,15,4,3,51.1,0
CUST_0358,2023-01,2,655,0.5677875295625731,4,9,2,49.3,0
CUST_0359,2023-01,7,6336,3.3873585589343245,15,1,4,40.4,0
CUST_0360,2023-01,8,5446,1.3402880699252953,0,2,2,39.2,0
CUST_0361,2023-01,2,966,2.548540453047695,50,6,2,32.5,0
CUST_0362,2023-01,2,1484,1.5732316257500507,36,10,1,43.5,0
CUST_0363,2023-01,11,6138,3.669289644851819,38,1,4,33.5,0
CUST_0364,2023-01,3,1671,4.737473793207856,18,4,0,52.1,0
CUST_0365,2023-01,10,13639,4.601968541455103,53,8,0,49.1,0
CUST_0366,2023-01,9,4141,3.0004458326916374,36,10,2,52.9,0
CUST_0367,2023-01,2,846,2.4205294556334964,16,5,2,43.6,0
CUST_0368,2023-01,3,583,4.1278424453090325,25,9,3,58.7,0
CUST_0369,2023-01,1,1265,3.4799665406131037,21,6,4,49.0,0
CUST_0370,2023-01,2,604,1.0811077482412776,7,1,2,30.6,0
CUST_0371,2023-01,3,351,4.140412225342401,32,6,3,48.3,0
